laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,TouchScreen
167,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,3,2.5,1079.00,0
168,Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,3,2.1,348.00,0
169,MSI,GE63VR 7RE,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3,2.4,1799.00,0
170,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,3,2.1,363.51,0
171,Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3,2.56,1060.49,0
172,Acer,Aspire A517-51G,Notebook,17.3,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce MX150,3,3,854.00,0
173,HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel UHD Graphics 620,3,1.49,754.00,0
174,Huawei,MateBook X,Ultrabook,13.0,2160x1440,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,1.05,1349.00,0
175,HP,17-bs001nv,Notebook,17.3,1920x1080,Intel Core i5 7200U 2.5GHz,6,2TB HDD,AMD Radeon 520,3,2.71,699.00,0
176,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4,500GB HDD,AMD Radeon R4 Graphics,2,2.2,309.00,0
177,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,3,2,489.00,0
178,HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce 930MX,3,2.5,923.00,0
179,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Intel HD Graphics 620,3,2.3,459.00,0
180,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,3,2.1,449.00,0
181,MSI,GT80S 6QF-074US,Gaming,18.4,1920x1080,Intel Core i7 6920HQ 2.9GHz,32,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,3,4.4,2799.00,0
182,Lenovo,V310-15IKB,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,AMD R17M-M1-70,3,1.90,813.00,0
183,HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.29,1499.00,1
184,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,AMD Radeon 530,5,2.02,1049.00,0
185,Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.23,1399.00,0
186,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,3840x2160,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,3,1.4,1849.00,1
187,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,3,2.0,793.00,0
188,Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce MX150,2,1.95,1199.00,0
189,Dell,Inspiron 7773,Notebook,17.3,1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Nvidia GeForce 150MX,3,2.77,1549.00,1
190,Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,3,2.06,2397.00,1
191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,2,2.4,779.00,0
192,Acer,Swift 7,Ultrabook,13.3,1920x1080,Intel Core i5 7Y54 1.2GHz,8,256GB SSD,Intel HD Graphics 615,3,1.12,989.00,0
193,Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,3,2.8,1085.00,0
194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel HD Graphics 620,3,1.42,2824.00,1
195,Vero,K147,Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,3,1.3,260.00,0
196,Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce MX150,2,1.3,1000.30,0
197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce MX150,2,2.8,698.00,0
198,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel UHD Graphics 620,3,1.62,839.00,1
199,HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Nvidia GeForce 930MX,3,2.5,914.00,0
200,Razer,Blade Pro,Gaming,17.3,3840x2160,Intel Core i7 7820HK 2.9GHz,32,1TB SSD,Nvidia GeForce GTX 1080,3,3.49,6099.00,1
201,HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U 1.6GHz,8,512GB SSD,Intel UHD Graphics 620,3,1.49,959.00,0
202,HP,Omen 17-W295,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3,3.35,1379.00,0
203,HP,Probook 470,Notebook,17.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce 930MX,3,2.5,1045.00,0
204,Dell,Inspiron 7577,Gaming,15.6,3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3,2.65,1845.00,0
205,Lenovo,V110-15ISK,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,3,2.1,493.00,0
206,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,3,2.23,742.00,0
207,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3,3.2,1749.00,0
208,Dell,Precision 7520,Workstation,15.6,3840x2160,Intel Xeon E3-1505M V6 3GHz,16,256GB SSD +  1TB HDD,Nvidia Quadro M1200,3,2.8,3055.00,0
209,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1060,2,2.4,1398.00,0
210,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6,1TB HDD,Intel HD Graphics 620,3,2.3,439.00,1
211,Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.21,1949.00,1
212,Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.2,1449.00,0
213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,2.2,597.00,0
215,Acer,Aspire 7,Notebook,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,5,2.4,779.00,0
216,Asus,ROG GL703VD-GC028T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3,2.9,1407.00,0
217,HP,15-bs018nq,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,2,2.1,349.00,0
218,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,2,2.2,549.00,0
219,Huawei,MateBook X,Ultrabook,13.0,2160x1440,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,3,1.05,1499.00,0
220,Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 530,3,1.4,932.28,0
221,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 940MX,2,2.8,589.00,0
222,HP,Probook 440,Notebook,14.0,1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce 930MX,3,1.63,1031.00,0
223,Dell,Latitude 5490,Ultrabook,14.0,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.6,1149.00,0
224,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,3,1.62,1279.00,1
225,Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,AMD Radeon 520,5,2.2,677.35,0
226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.74,899.00,0
227,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,3,1.2,1363.00,0
228,HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Intel UHD Graphics 620,3,2.1,794.00,0
229,Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3,4.42,2456.34,0
230,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,3,2.2,832.00,0
231,Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,16,1TB HDD,AMD Radeon R7 M445,3,2.3,859.01,1
232,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 920MX,3,2,769.00,0
233,Asus,K756UX-T4340T,Notebook,17.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M,3,2.69,891.00,0
234,HP,ZBook 15u,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD FirePro W4190M,3,1.9,1269.00,0
235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,3,2.37,399.39,0
236,HP,15-rb013nv,Notebook,15.6,1366x768,AMD E-Series 9000e 1.5GHz,4,500GB HDD,AMD Radeon R2,3,2.1,330.00,0
237,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,3,3.2,1499.00,0
238,Dell,Vostro 5468,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,1.6,859.00,0
239,Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,3,1.6,689.00,1
240,Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon R7 M445,5,2.36,899.00,0
241,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,5,2.1,390.00,0
242,Asus,X555QG-DM242T,Notebook,15.6,1920x1080,AMD A10-Series A10-9620P 2.5GHz,4,128GB SSD +  1TB HDD,AMD Radeon R5 M430,3,2.2,575.00,0
243,Asus,ROG G703VI-E5062T,Gaming,17.3,1920x1080,Intel Core i7 7820HK 2.9GHz,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,3,4.7,3890.00,0
244,Acer,Nitro AN515-51,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,3,2.5,846.00,0
245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,128GB SSD,Intel HD Graphics 520,3,2.2,589.00,0
246,Asus,VivoBook Pro,Notebook,17.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,3,2.1,1145.00,0
247,Asus,F756UX-T4201D,Notebook,17.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,2,2.69,889.00,0
248,Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,3,2.56,879.00,0
249,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,3,1.38,1079.00,1
250,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,AMD Radeon 530,3,2.2,985.00,0
251,HP,15-bs015dx,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,3,2.04,559.00,1
252,Asus,Rog G701VIK-BA060T,Gaming,17.3,1920x1080,Intel Core i7 7820HK 2.9GHz,16,256GB SSD,Nvidia GeForce GTX 1080,3,3.6,2999.00,0
253,HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel UHD Graphics 620,3,1.49,675.00,0
254,Apple,MacBook Pro,Ultrabook,13.3,2560x1600,Intel Core i5 3.1GHz,8,512GB SSD,Intel Iris Plus Graphics 650,1,1.37,2040.00,0
255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel UHD Graphics 620,3,2.08,819.00,1
256,Asus,ROG G752VSK-GC493T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,3,4.3,1799.00,0
257,Asus,X505BP-BR019T,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon R5 M420,3,1.68,469.00,0
258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,3,1.37,1849.00,1
259,Acer,Aspire 5,Notebook,17.3,1920x1080,Intel Core i3 7130U 2.7GHz,4,256GB SSD,Nvidia GeForce MX130,3,3,702.00,0
260,Dell,Vostro 5370,Ultrabook,13.3,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,3,1.41,949.00,0
261,HP,15-BW094nd,Notebook,15.6,1366x768,AMD A6-Series A6-9220 2.5GHz,8,128GB SSD,AMD Radeon R4 Graphics,3,1.91,446.30,0
262,HP,Envy 17-U275cl,Notebook,17.3,1920x1080,Intel Core i7 8550U 1.8GHz,16,1TB HDD,Nvidia GeForce MX150,3,2.9,1059.00,0
263,MSI,GT73EVR 7RE,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3,4.14,2499.00,0
264,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia GeForce GTX 1050M,3,2,1699.00,1
265,Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,3,2.8,1142.00,0
266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,256GB SSD,Intel HD Graphics 520,2,2.2,444.00,0
267,HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel HD Graphics 620,3,2.1,722.00,0
268,Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,3,2.18,657.00,0
269,Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R5 M430,3,2.24,565.00,0
270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,3,2.67,799.00,1
271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD +  512GB SSD,Intel UHD Graphics 620,3,1.1,1499.00,1
272,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,2,2.2,467.00,0
273,HP,Probook 470,Notebook,17.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Nvidia GeForce 930MX,3,2.5,1018.00,0
274,Lenovo,V330-15IKB,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,3,2.05,880.00,0
275,Apple,MacBook Pro,Ultrabook,13.3,2560x1600,Intel Core i5 2.9GHz,8,512GB SSD,Intel Iris Graphics 550,1,1.37,1959.30,0
276,Asus,Rog Strix,Gaming,17.3,1920x1080,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,AMD Radeon RX 580,3,3.2,1549.00,0
277,Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 520,5,2.14,735.07,0
278,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Intel HD Graphics 520,3,1.36,2499.00,1
279,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8,500GB HDD,Nvidia GeForce 930M,3,2.2,812.00,0
280,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,12,1TB HDD,Intel HD Graphics 620,3,2.3,713.07,0
281,Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,5,2.8,1099.00,0
282,Acer,Aspire A515-51G,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Nvidia GeForce MX130,3,2.2,745.00,0
283,Lenovo,IdeaPad 320-17ISK,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,3,2.8,489.00,0
284,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,2TB HDD,Nvidia GeForce MX150,2,2.8,849.00,0
285,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,3,2.8,859.00,0
286,Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i3 6006U 2.0GHz,4,1TB HDD,AMD Radeon R5 M430,5,2.25,428.00,0
287,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,3,2.5,829.00,0
288,Lenovo,Ideapad 320-15IKBN,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,6,256GB SSD,Intel HD Graphics 620,3,2.2,579.00,0
289,Acer,Aspire A517-51G,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce MX150,3,3,951.00,0
290,Acer,SP315-51,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,12,1TB HDD,Intel HD Graphics 620,3,2.15,659.00,1
291,Lenovo,Thinkpad T570,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 630,3,1.95,1097.00,0
292,Asus,VivoBook S15,Ultrabook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,3,1.7,977.00,0
293,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,3,2.5,1179.00,0
294,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,2,2.2,659.01,0
295,Acer,Chromebook C910-C2ST,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,16GB SSD,Intel HD Graphics,8,2.19,199.00,0
296,Asus,FX753VD-GC071T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,3,3,1187.00,0
297,HP,17-BS037cl,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,1TB HDD,Intel HD Graphics 520,3,2.54,489.00,0
298,Dell,XPS 15,Notebook,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,3,2,1829.00,0
299,Lenovo,V330-15IKB,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,3,2.05,739.00,0
300,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1060,3,3.2,1299.00,0
301,Acer,Aspire A715-71G,Notebook,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,5,2.5,979.00,0
302,Dell,Precision 7720,Workstation,17.3,1920x1080,Intel Core i7 7820HQ 2.9GHz,16,256GB SSD,Nvidia Quadro M1200,3,3.42,2885.26,0
303,Lenovo,IdeaPad 310-15ABR,Notebook,15.6,1920x1080,AMD A10-Series 9600P 2.4GHz,6,1TB HDD,AMD Radeon R5 430,3,2.4,499.00,0
304,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Nvidia GeForce 940MX,3,1.63,1468.00,0
305,Asus,VivoBook S14,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,3,1.3,509.00,0
306,Asus,Rog GL702VS-GC095T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3,2.9,2122.00,0
307,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Nvidia GeForce GTX 940M,3,2.8,649.00,0
308,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Nvidia GeForce 940MX,2,2.2,549.00,0
309,Asus,GL553VE-FY082T,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,3,2.5,1265.00,0
310,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,2,2.2,360.39,0
311,HP,EliteBook x360,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Intel HD Graphics 620,3,1.28,1975.00,1
312,Toshiba,Satellite Pro,Notebook,15.6,1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Nvidia GeForce 930M,3,2.2,1043.00,0
313,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,3,2.3,819.00,0
314,HP,250 G6,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,3,1.86,469.00,0
315,Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,1.1,999.00,0
316,Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Intel UHD Graphics 620,3,1.21,2499.00,1
317,MSI,GE63VR 7RF,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3,2.8,2099.00,0
318,Acer,ES1-523-84K7,Notebook,15.6,1920x1080,AMD A8-Series 7410 2.2GHz,8,256GB SSD,AMD Radeon R5,3,2.23,469.00,0
319,Asus,VivoBook Flip,2 in 1 Convertible,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,3,1.1,275.00,1
320,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,3,2.33,844.00,0
321,HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Intel UHD Graphics 620,3,1.29,2449.00,1
322,Lenovo,ThinkPad 13,Notebook,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 510,8,1.45,460.30,0
323,HP,ProBook 640,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,3,1.95,980.00,0
324,Acer,TravelMate B,Notebook,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Intel HD Graphics 405,3,1.4,485.00,0
325,HP,Elitebook 840,Notebook,14.0,1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,3,1.48,1292.00,0
